"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2026";"0000";"27,2";"27,3";"27,1";"76,0";"76,0";"74,0";"22,5";"22,6";"22,3";"1012,2";"1012,2";"1011,9";"3,6";"49,0";"7,1";"";""
"01/01/2026";"0100";"27,1";"27,3";"27,1";"76,0";"76,0";"76,0";"22,6";"22,6";"22,5";"1012,3";"1012,4";"1012,2";"3,8";"54,0";"9,1";"";""
"01/01/2026";"0200";"26,9";"27,1";"26,9";"77,0";"77,0";"76,0";"22,6";"22,7";"22,4";"1012,1";"1012,3";"1012,0";"3,1";"64,0";"6,9";"";""
"01/01/2026";"0300";"27,1";"27,1";"26,9";"77,0";"77,0";"77,0";"22,7";"22,7";"22,5";"1011,7";"1012,1";"1011,6";"2,8";"58,0";"6,8";"";""
"01/01/2026";"0400";"27,0";"27,1";"27,0";"77,0";"77,0";"77,0";"22,5";"22,7";"22,5";"1010,8";"1011,7";"1010,8";"3,2";"67,0";"7,1";"";""
"01/01/2026";"0500";"26,6";"27,0";"26,6";"77,0";"77,0";"76,0";"22,3";"22,6";"22,2";"1010,2";"1010,8";"1010,2";"2,4";"69,0";"6,5";"";""
"01/01/2026";"0600";"26,2";"26,7";"26,2";"78,0";"78,0";"77,0";"22,2";"22,4";"22,1";"1009,6";"1010,2";"1009,6";"1,6";"101,0";"6,9";"";""
"01/01/2026";"0700";"25,6";"26,2";"25,6";"80,0";"80,0";"78,0";"21,8";"22,1";"21,8";"1009,7";"1009,7";"1009,5";"1,3";"112,0";"3,3";"";""
"01/01/2026";"0800";"24,8";"25,6";"24,8";"81,0";"81,0";"80,0";"21,4";"21,8";"21,4";"1010,0";"1010,0";"1009,7";"0,8";"122,0";"2,6";"";""
"01/01/2026";"0900";"25,2";"25,2";"24,7";"83,0";"83,0";"81,0";"22,0";"22,0";"21,4";"1010,3";"1010,3";"1010,0";"0,8";"136,0";"2,1";"57,00";""
"01/01/2026";"1000";"27,1";"27,3";"25,2";"79,0";"83,0";"79,0";"23,1";"23,5";"22,0";"1010,7";"1010,7";"1010,4";"3,3";"96,0";"5,6";"361,20";""
"01/01/2026";"1100";"28,8";"28,9";"27,1";"73,0";"79,0";"73,0";"23,4";"24,1";"23,1";"1011,3";"1011,3";"1010,7";"4,3";"95,0";"7,8";"918,30";""
"01/01/2026";"1200";"30,4";"30,7";"28,6";"65,0";"73,0";"64,0";"23,0";"23,9";"22,7";"1011,1";"1011,3";"1011,1";"4,9";"73,0";"8,1";"1815,50";""
"01/01/2026";"1300";"30,6";"31,5";"29,6";"61,0";"65,0";"60,0";"22,1";"23,1";"21,9";"1011,1";"1011,3";"1011,0";"5,2";"70,0";"10,3";"2282,50";""
"01/01/2026";"1400";"31,2";"31,9";"30,3";"58,0";"61,0";"57,0";"21,8";"23,0";"21,4";"1010,9";"1011,1";"1010,7";"5,3";"70,0";"10,4";"2702,00";""
"01/01/2026";"1500";"32,4";"32,4";"30,7";"54,0";"58,0";"53,0";"21,9";"22,1";"20,6";"1010,3";"1010,9";"1010,2";"4,9";"59,0";"9,8";"2742,90";""
"01/01/2026";"1600";"31,6";"32,9";"31,4";"50,0";"54,0";"50,0";"20,0";"21,9";"20,0";"1009,5";"1010,3";"1009,5";"5,9";"64,0";"9,6";"2876,20";""
"01/01/2026";"1700";"31,2";"32,1";"31,0";"50,0";"52,0";"49,0";"19,6";"20,7";"19,5";"1008,4";"1009,5";"1008,4";"4,8";"43,0";"10,3";"2504,80";""
"01/01/2026";"1800";"30,4";"32,1";"30,3";"54,0";"54,0";"50,0";"20,2";"20,6";"19,5";"1007,9";"1008,4";"1007,9";"6,2";"44,0";"10,6";"2077,20";""
"01/01/2026";"1900";"30,2";"31,0";"29,7";"59,0";"59,0";"54,0";"21,2";"21,3";"20,2";"1007,8";"1007,9";"1007,7";"5,3";"44,0";"10,6";"1386,20";""
"01/01/2026";"2000";"28,6";"30,2";"28,6";"64,0";"64,0";"58,0";"21,2";"21,3";"20,6";"1008,2";"1008,2";"1007,7";"4,6";"33,0";"9,9";"657,80";""
"01/01/2026";"2100";"27,6";"28,6";"27,6";"70,0";"70,0";"64,0";"21,6";"21,6";"21,2";"1008,6";"1008,6";"1008,2";"3,8";"42,0";"8,0";"91,80";""
"01/01/2026";"2200";"27,1";"27,6";"27,1";"74,0";"74,0";"70,0";"22,0";"22,0";"21,6";"1009,3";"1009,3";"1008,6";"3,0";"46,0";"6,9";"";""
"01/01/2026";"2300";"27,0";"27,1";"26,9";"75,0";"75,0";"74,0";"22,2";"22,2";"22,0";"1009,7";"1009,8";"1009,3";"3,6";"45,0";"6,2";"";""
"02/01/2026";"0000";"26,7";"27,0";"26,7";"77,0";"77,0";"75,0";"22,3";"22,3";"22,2";"1010,0";"1010,1";"1009,7";"2,5";"53,0";"6,1";"";""
"02/01/2026";"0100";"26,6";"26,8";"26,6";"78,0";"78,0";"77,0";"22,4";"22,4";"22,4";"1009,9";"1010,1";"1009,9";"2,7";"48,0";"6,7";"";""
"02/01/2026";"0200";"26,7";"26,7";"26,6";"77,0";"78,0";"77,0";"22,4";"22,5";"22,4";"1009,7";"1010,0";"1009,7";"2,6";"58,0";"6,2";"";""
"02/01/2026";"0300";"26,5";"26,7";"26,5";"78,0";"78,0";"77,0";"22,4";"22,5";"22,4";"1009,3";"1009,7";"1009,3";"2,1";"52,0";"7,5";"";""
"02/01/2026";"0400";"26,5";"26,7";"26,5";"78,0";"78,0";"77,0";"22,3";"22,6";"22,3";"1008,5";"1009,3";"1008,5";"2,3";"55,0";"6,4";"";""
"02/01/2026";"0500";"26,3";"26,5";"26,2";"79,0";"79,0";"78,0";"22,3";"22,4";"22,2";"1008,0";"1008,6";"1008,0";"2,5";"69,0";"6,6";"";""
"02/01/2026";"0600";"26,3";"26,4";"26,3";"78,0";"79,0";"78,0";"22,1";"22,3";"22,1";"1008,0";"1008,1";"1007,9";"2,7";"68,0";"5,8";"";""
"02/01/2026";"0700";"26,2";"26,4";"26,1";"79,0";"79,0";"78,0";"22,1";"22,2";"22,0";"1008,2";"1008,2";"1008,0";"1,4";"60,0";"5,8";"";""
"02/01/2026";"0800";"26,4";"26,5";"26,2";"78,0";"79,0";"78,0";"22,2";"22,4";"22,2";"1008,7";"1008,7";"1008,2";"1,8";"68,0";"4,2";"";""
"02/01/2026";"0900";"26,9";"26,9";"26,4";"77,0";"78,0";"77,0";"22,5";"22,5";"22,2";"1009,2";"1009,2";"1008,7";"2,4";"70,0";"4,4";"39,50";""
"02/01/2026";"1000";"27,5";"27,5";"26,2";"77,0";"78,0";"76,0";"23,1";"23,2";"21,9";"1009,6";"1009,6";"1009,2";"2,4";"101,0";"5,1";"346,80";""
"02/01/2026";"1100";"28,8";"28,9";"27,5";"72,0";"77,0";"72,0";"23,3";"23,6";"22,8";"1010,0";"1010,1";"1009,6";"4,4";"70,0";"8,3";"924,40";""
"02/01/2026";"1200";"29,9";"30,3";"28,6";"67,0";"72,0";"67,0";"23,2";"23,9";"22,6";"1010,1";"1010,1";"1010,0";"5,3";"56,0";"9,7";"1862,80";""
"02/01/2026";"1300";"29,5";"31,0";"29,5";"63,0";"67,0";"62,0";"21,7";"23,5";"21,5";"1010,3";"1010,3";"1009,9";"5,1";"47,0";"10,5";"1905,20";""
"02/01/2026";"1400";"30,6";"32,0";"29,5";"60,0";"64,0";"59,0";"21,8";"23,3";"21,5";"1009,7";"1010,3";"1009,7";"5,0";"58,0";"10,2";"2369,80";""
"02/01/2026";"1500";"30,9";"31,6";"30,4";"58,0";"61,0";"58,0";"21,8";"22,6";"21,4";"1009,4";"1009,7";"1009,3";"4,6";"61,0";"9,4";"2195,70";""
"02/01/2026";"1600";"31,1";"32,1";"30,6";"57,0";"59,0";"56,0";"21,6";"22,6";"21,3";"1008,8";"1009,4";"1008,8";"4,7";"53,0";"9,3";"2267,80";""
"02/01/2026";"1700";"31,1";"32,0";"30,8";"55,0";"57,0";"54,0";"21,1";"22,0";"20,7";"1007,3";"1008,8";"1007,3";"5,1";"40,0";"10,0";"2544,40";""
"02/01/2026";"1800";"30,7";"31,6";"30,2";"58,0";"59,0";"55,0";"21,3";"21,9";"20,6";"1006,3";"1007,3";"1006,2";"5,4";"40,0";"10,2";"2038,10";""
"02/01/2026";"1900";"29,6";"30,7";"29,5";"61,0";"62,0";"58,0";"21,4";"22,0";"21,1";"1006,8";"1006,8";"1006,3";"4,8";"37,0";"10,6";"1390,20";""
"02/01/2026";"2000";"28,6";"29,9";"28,6";"65,0";"65,0";"61,0";"21,4";"21,8";"21,2";"1007,0";"1007,0";"1006,7";"4,1";"41,0";"8,1";"638,00";""
"02/01/2026";"2100";"27,6";"28,7";"27,6";"71,0";"71,0";"65,0";"21,8";"21,8";"21,3";"1007,1";"1007,2";"1007,0";"3,5";"42,0";"8,1";"87,50";""
"02/01/2026";"2200";"27,1";"27,6";"27,1";"74,0";"74,0";"71,0";"22,1";"22,1";"21,8";"1007,6";"1007,6";"1007,0";"3,5";"45,0";"7,5";"";""
"02/01/2026";"2300";"27,0";"27,1";"27,0";"75,0";"75,0";"74,0";"22,3";"22,3";"22,1";"1008,0";"1008,0";"1007,6";"2,9";"48,0";"7,5";"";""
"03/01/2026";"0000";"27,0";"27,1";"26,9";"76,0";"76,0";"75,0";"22,4";"22,5";"22,2";"1008,7";"1008,7";"1008,0";"3,7";"46,0";"7,0";"";""
"03/01/2026";"0100";"27,0";"27,0";"26,9";"76,0";"77,0";"76,0";"22,4";"22,6";"22,4";"1008,8";"1008,8";"1008,7";"3,6";"52,0";"6,6";"";""
"03/01/2026";"0200";"27,0";"27,0";"26,9";"76,0";"76,0";"76,0";"22,4";"22,5";"22,3";"1009,1";"1009,1";"1008,8";"3,5";"51,0";"7,7";"";""
"03/01/2026";"0300";"27,0";"27,0";"26,8";"77,0";"77,0";"76,0";"22,6";"22,6";"22,3";"1008,5";"1009,1";"1008,5";"3,0";"51,0";"7,1";"";""
"03/01/2026";"0400";"26,7";"27,0";"26,6";"77,0";"77,0";"76,0";"22,2";"22,6";"22,2";"1008,1";"1008,5";"1008,1";"2,7";"53,0";"7,4";"";""
"03/01/2026";"0500";"26,9";"27,1";"26,7";"76,0";"77,0";"76,0";"22,3";"22,6";"22,3";"1007,9";"1008,1";"1007,9";"4,2";"61,0";"7,6";"";""
"03/01/2026";"0600";"26,3";"26,9";"26,3";"77,0";"77,0";"76,0";"22,0";"22,3";"22,0";"1007,7";"1007,9";"1007,5";"2,6";"56,0";"7,6";"";""
"03/01/2026";"0700";"26,2";"26,3";"26,2";"78,0";"78,0";"77,0";"22,0";"22,1";"22,0";"1008,1";"1008,1";"1007,7";"2,1";"64,0";"5,5";"";""
"03/01/2026";"0800";"25,8";"26,2";"25,8";"79,0";"79,0";"78,0";"21,9";"22,1";"21,9";"1008,9";"1008,9";"1008,1";"1,6";"55,0";"3,8";"";""
"03/01/2026";"0900";"26,4";"26,4";"25,7";"79,0";"79,0";"79,0";"22,4";"22,4";"21,9";"1009,4";"1009,4";"1008,9";"2,1";"44,0";"3,8";"44,10";""
"03/01/2026";"1000";"28,2";"28,2";"26,4";"74,0";"79,0";"74,0";"23,2";"23,2";"22,3";"1009,8";"1009,8";"1009,4";"4,4";"55,0";"7,9";"306,50";""
"03/01/2026";"1100";"29,4";"29,7";"28,1";"67,0";"74,0";"66,0";"22,5";"23,4";"22,5";"1010,4";"1010,4";"1009,7";"4,4";"60,0";"8,4";"1011,80";""
"03/01/2026";"1200";"29,9";"30,5";"29,1";"64,0";"68,0";"64,0";"22,3";"23,1";"21,8";"1010,7";"1010,7";"1010,5";"4,4";"64,0";"8,8";"1586,60";""
"03/01/2026";"1300";"30,8";"31,4";"29,3";"60,0";"65,0";"60,0";"22,2";"23,0";"21,8";"1011,0";"1011,0";"1010,7";"4,5";"67,0";"8,9";"1900,10";""
"03/01/2026";"1400";"30,3";"32,1";"30,3";"58,0";"60,0";"57,0";"21,2";"23,1";"21,2";"1010,7";"1011,1";"1010,6";"5,4";"56,0";"10,0";"2570,90";""
"03/01/2026";"1500";"31,3";"31,7";"29,9";"57,0";"59,0";"56,0";"21,8";"22,4";"20,7";"1010,1";"1010,7";"1010,1";"4,4";"56,0";"10,1";"2342,40";""
"03/01/2026";"1600";"31,1";"32,3";"30,6";"55,0";"57,0";"54,0";"21,0";"22,2";"20,2";"1009,3";"1010,1";"1009,3";"5,7";"51,0";"10,9";"2602,50";""
"03/01/2026";"1700";"32,0";"32,3";"30,6";"51,0";"56,0";"51,0";"20,5";"22,0";"20,0";"1008,5";"1009,3";"1008,5";"4,3";"37,0";"10,5";"2632,90";""
"03/01/2026";"1800";"31,1";"32,1";"30,8";"53,0";"53,0";"50,0";"20,4";"20,8";"19,6";"1007,9";"1008,5";"1007,8";"4,8";"24,0";"9,3";"2103,50";""
"03/01/2026";"1900";"30,0";"31,3";"29,9";"55,0";"56,0";"51,0";"20,1";"20,5";"19,6";"1007,8";"1008,0";"1007,7";"4,5";"44,0";"9,3";"1354,50";""
"03/01/2026";"2000";"29,2";"30,2";"29,1";"60,0";"60,0";"55,0";"20,6";"20,8";"19,9";"1007,8";"1007,9";"1007,7";"4,3";"42,0";"9,1";"682,20";""
"03/01/2026";"2100";"27,7";"29,2";"27,7";"67,0";"67,0";"59,0";"20,9";"20,9";"20,3";"1008,1";"1008,1";"1007,7";"3,1";"43,0";"7,6";"108,00";""
"03/01/2026";"2200";"26,9";"27,7";"26,9";"73,0";"73,0";"67,0";"21,8";"21,8";"21,0";"1008,8";"1008,8";"1008,1";"3,0";"45,0";"6,1";"";""
"03/01/2026";"2300";"26,8";"26,9";"26,8";"75,0";"75,0";"73,0";"22,0";"22,1";"21,8";"1009,5";"1009,5";"1008,8";"2,7";"50,0";"5,5";"";""
"04/01/2026";"0000";"26,7";"26,9";"26,6";"76,0";"76,0";"75,0";"22,1";"22,1";"21,9";"1010,3";"1010,3";"1009,5";"2,6";"53,0";"6,8";"";""
"04/01/2026";"0100";"26,6";"26,7";"26,5";"76,0";"77,0";"76,0";"22,1";"22,2";"22,1";"1010,4";"1010,4";"1010,2";"3,2";"51,0";"6,2";"";""
"04/01/2026";"0200";"26,4";"26,6";"26,3";"77,0";"78,0";"76,0";"22,1";"22,1";"22,0";"1010,5";"1010,5";"1010,4";"2,5";"54,0";"6,2";"";""
"04/01/2026";"0300";"25,9";"26,4";"25,9";"78,0";"78,0";"77,0";"21,7";"22,1";"21,7";"1009,8";"1010,5";"1009,8";"1,6";"68,0";"4,4";"";""
"04/01/2026";"0400";"25,4";"25,9";"25,4";"79,0";"79,0";"78,0";"21,4";"21,7";"21,4";"1009,0";"1009,8";"1009,0";"1,6";"77,0";"3,0";"";""
"04/01/2026";"0500";"24,1";"25,4";"24,1";"81,0";"81,0";"79,0";"20,6";"21,4";"20,6";"1008,8";"1009,0";"1008,8";"1,0";"123,0";"2,5";"";""
"04/01/2026";"0600";"23,4";"24,2";"23,4";"83,0";"83,0";"81,0";"20,3";"20,7";"20,2";"1008,5";"1008,8";"1008,5";"1,1";"142,0";"1,8";"";""
"04/01/2026";"0700";"23,3";"23,3";"22,9";"85,0";"85,0";"83,0";"20,6";"20,6";"20,0";"1008,8";"1008,8";"1008,5";"0,6";"149,0";"1,5";"";""
"04/01/2026";"0800";"23,2";"23,4";"23,2";"85,0";"85,0";"85,0";"20,6";"20,7";"20,6";"1009,1";"1009,1";"1008,8";"0,8";"151,0";"1,5";"";""
"04/01/2026";"0900";"23,4";"23,4";"22,9";"86,0";"86,0";"85,0";"21,0";"21,0";"20,4";"1009,9";"1009,9";"1009,1";"1,0";"144,0";"2,4";"33,50";""
"04/01/2026";"1000";"25,3";"25,3";"23,4";"85,0";"86,0";"85,0";"22,5";"22,6";"21,0";"1010,2";"1010,2";"1009,9";"1,4";"119,0";"3,1";"298,70";""
"04/01/2026";"1100";"27,4";"27,4";"25,3";"80,0";"85,0";"80,0";"23,6";"23,8";"22,5";"1010,7";"1010,7";"1010,2";"3,2";"88,0";"5,7";"673,60";""
"04/01/2026";"1200";"29,3";"29,8";"27,3";"71,0";"80,0";"71,0";"23,5";"24,7";"23,5";"1010,8";"1010,8";"1010,6";"5,4";"68,0";"8,8";"1452,30";""
"04/01/2026";"1300";"30,2";"30,7";"29,2";"66,0";"71,0";"65,0";"23,1";"24,2";"22,8";"1011,0";"1011,1";"1010,8";"4,8";"79,0";"9,9";"1894,90";""
"04/01/2026";"1400";"30,3";"30,5";"29,4";"62,0";"67,0";"61,0";"22,2";"23,0";"21,8";"1010,7";"1011,0";"1010,6";"4,5";"64,0";"9,2";"1502,20";""
"04/01/2026";"1500";"30,2";"30,5";"29,5";"62,0";"63,0";"61,0";"22,0";"22,5";"21,6";"1010,3";"1010,7";"1010,3";"5,0";"49,0";"8,7";"1592,10";""
"04/01/2026";"1600";"30,2";"30,8";"29,7";"59,0";"62,0";"58,0";"21,2";"22,0";"21,1";"1009,7";"1010,3";"1009,7";"3,9";"44,0";"8,7";"1594,40";""
"04/01/2026";"1700";"30,5";"30,7";"29,5";"59,0";"61,0";"58,0";"21,6";"22,0";"21,0";"1008,7";"1009,7";"1008,6";"4,7";"55,0";"8,6";"1680,10";""
"04/01/2026";"1800";"29,7";"30,7";"29,5";"62,0";"63,0";"59,0";"21,7";"22,1";"21,1";"1008,4";"1008,7";"1008,2";"4,6";"52,0";"8,8";"1494,40";""
"04/01/2026";"1900";"28,9";"30,4";"28,9";"64,0";"64,0";"62,0";"21,5";"22,5";"21,4";"1008,4";"1008,5";"1008,2";"4,3";"40,0";"8,0";"1140,30";""
"04/01/2026";"2000";"28,2";"29,1";"28,1";"67,0";"67,0";"63,0";"21,5";"21,7";"21,2";"1008,5";"1008,7";"1008,4";"4,9";"47,0";"8,0";"438,90";""
"04/01/2026";"2100";"27,3";"28,2";"27,3";"72,0";"72,0";"67,0";"21,8";"21,9";"21,5";"1009,0";"1009,0";"1008,5";"3,4";"43,0";"8,0";"69,40";""
"04/01/2026";"2200";"27,1";"27,3";"27,0";"74,0";"74,0";"72,0";"22,1";"22,1";"21,8";"1009,7";"1009,7";"1009,0";"3,2";"45,0";"6,5";"";""
"04/01/2026";"2300";"27,2";"27,3";"27,1";"74,0";"75,0";"74,0";"22,3";"22,4";"22,1";"1010,6";"1010,6";"1009,6";"3,5";"44,0";"7,0";"";""
"05/01/2026";"0000";"27,1";"27,3";"27,1";"74,0";"75,0";"74,0";"22,2";"22,3";"22,2";"1011,2";"1011,3";"1010,6";"3,2";"55,0";"7,8";"";""
"05/01/2026";"0100";"26,9";"27,3";"26,9";"74,0";"75,0";"74,0";"22,0";"22,3";"22,0";"1011,1";"1011,4";"1011,1";"3,1";"50,0";"6,6";"";""
"05/01/2026";"0200";"26,8";"27,0";"26,8";"75,0";"75,0";"74,0";"22,0";"22,2";"21,9";"1010,8";"1011,1";"1010,8";"2,9";"58,0";"7,0";"";""
"05/01/2026";"0300";"26,7";"26,8";"26,6";"75,0";"75,0";"75,0";"21,9";"22,0";"21,8";"1010,6";"1010,8";"1010,6";"2,9";"62,0";"6,6";"";""
"05/01/2026";"0400";"26,5";"26,7";"26,5";"76,0";"76,0";"75,0";"21,8";"21,9";"21,8";"1009,8";"1010,6";"1009,8";"2,5";"64,0";"6,3";"";""
"05/01/2026";"0500";"26,5";"26,6";"26,4";"75,0";"76,0";"74,0";"21,7";"21,8";"21,6";"1009,6";"1009,8";"1009,6";"2,7";"60,0";"6,7";"";""
"05/01/2026";"0600";"26,2";"26,5";"26,2";"75,0";"75,0";"75,0";"21,4";"21,7";"21,4";"1009,4";"1009,6";"1009,4";"1,9";"55,0";"5,2";"";""
"05/01/2026";"0700";"26,2";"26,2";"26,0";"76,0";"76,0";"75,0";"21,6";"21,7";"21,4";"1009,4";"1009,5";"1009,3";"2,2";"61,0";"4,1";"";""
"05/01/2026";"0800";"26,8";"26,8";"26,1";"75,0";"76,0";"75,0";"21,9";"22,0";"21,6";"1009,6";"1009,6";"1009,3";"3,1";"70,0";"5,9";"";""
"05/01/2026";"0900";"26,7";"26,8";"26,6";"74,0";"75,0";"74,0";"21,7";"22,0";"21,6";"1009,9";"1010,0";"1009,6";"2,2";"72,0";"6,1";"34,70";""
"05/01/2026";"1000";"27,4";"27,4";"26,7";"74,0";"75,0";"74,0";"22,4";"22,4";"21,7";"1010,5";"1010,5";"1009,9";"2,2";"117,0";"5,0";"364,10";""
"05/01/2026";"1100";"27,9";"28,5";"27,4";"70,0";"74,0";"70,0";"22,0";"22,9";"22,0";"1010,6";"1010,7";"1010,5";"3,7";"92,0";"6,7";"831,40";""
"05/01/2026";"1200";"29,9";"30,5";"27,9";"62,0";"70,0";"62,0";"21,9";"22,8";"21,6";"1010,6";"1010,7";"1010,4";"4,0";"75,0";"7,6";"1374,40";""
"05/01/2026";"1300";"31,2";"31,8";"29,9";"53,0";"62,0";"53,0";"20,6";"22,2";"20,4";"1010,4";"1010,6";"1010,4";"5,7";"66,0";"10,5";"2264,70";""
"05/01/2026";"1400";"31,8";"32,3";"30,6";"52,0";"54,0";"51,0";"20,8";"21,3";"19,9";"1010,0";"1010,4";"1009,9";"5,5";"56,0";"10,0";"2947,70";""
"05/01/2026";"1500";"31,5";"32,6";"30,9";"53,0";"54,0";"51,0";"20,9";"21,5";"19,9";"1008,9";"1010,0";"1008,9";"5,6";"59,0";"12,2";"2977,60";""
"05/01/2026";"1600";"31,6";"32,4";"30,6";"55,0";"56,0";"53,0";"21,5";"21,9";"20,4";"1008,1";"1008,9";"1008,0";"5,7";"54,0";"10,1";"2444,90";""
"05/01/2026";"1700";"30,6";"32,2";"30,4";"57,0";"58,0";"54,0";"21,0";"22,3";"20,5";"1007,2";"1008,1";"1007,2";"5,7";"45,0";"10,6";"2577,20";""
"05/01/2026";"1800";"30,1";"31,5";"29,6";"60,0";"61,0";"56,0";"21,5";"22,2";"20,8";"1006,7";"1007,2";"1006,7";"5,6";"43,0";"10,7";"1892,80";""
"05/01/2026";"1900";"29,3";"30,4";"29,2";"64,0";"64,0";"60,0";"21,8";"22,2";"21,2";"1006,6";"1006,7";"1006,5";"5,7";"41,0";"9,9";"1263,20";""
"05/01/2026";"2000";"28,8";"29,7";"28,6";"66,0";"67,0";"64,0";"21,8";"22,2";"21,5";"1006,8";"1006,8";"1006,6";"5,0";"51,0";"9,9";"657,80";""
"05/01/2026";"2100";"27,5";"28,8";"27,5";"70,0";"70,0";"66,0";"21,6";"21,7";"21,4";"1007,3";"1007,3";"1006,8";"4,6";"45,0";"10,6";"125,90";""
"05/01/2026";"2200";"27,2";"27,5";"27,2";"72,0";"72,0";"70,0";"21,8";"21,9";"21,6";"1007,8";"1007,8";"1007,3";"4,7";"48,0";"9,0";"";""
"05/01/2026";"2300";"27,1";"27,2";"27,0";"74,0";"74,0";"72,0";"22,1";"22,1";"21,8";"1008,7";"1008,7";"1007,8";"4,3";"48,0";"8,6";"";""
"06/01/2026";"0000";"27,0";"27,1";"26,9";"74,0";"75,0";"74,0";"21,9";"22,2";"21,8";"1009,4";"1009,4";"1008,6";"4,3";"59,0";"8,3";"";""
"06/01/2026";"0100";"27,0";"27,0";"26,8";"73,0";"74,0";"73,0";"21,8";"22,0";"21,8";"1009,7";"1009,7";"1009,4";"4,4";"57,0";"9,9";"";""
"06/01/2026";"0200";"26,9";"27,0";"26,8";"73,0";"73,0";"73,0";"21,6";"21,8";"21,6";"1009,5";"1009,7";"1009,4";"3,5";"55,0";"8,0";"";""
"06/01/2026";"0300";"26,8";"27,0";"26,8";"72,0";"73,0";"72,0";"21,4";"21,6";"21,4";"1009,2";"1009,5";"1009,2";"3,5";"54,0";"7,9";"";""
"06/01/2026";"0400";"26,9";"26,9";"26,7";"72,0";"73,0";"72,0";"21,5";"21,5";"21,3";"1008,7";"1009,2";"1008,7";"3,3";"59,0";"7,8";"";""
"06/01/2026";"0500";"26,8";"27,0";"26,7";"72,0";"73,0";"72,0";"21,4";"21,7";"21,3";"1008,4";"1008,7";"1008,4";"3,3";"68,0";"6,7";"";""
"06/01/2026";"0600";"26,4";"27,0";"26,4";"73,0";"73,0";"72,0";"21,2";"21,8";"21,2";"1008,3";"1008,4";"1008,2";"2,5";"96,0";"6,0";"";""
"06/01/2026";"0700";"25,5";"26,4";"25,5";"77,0";"77,0";"73,0";"21,1";"21,1";"20,9";"1008,8";"1008,8";"1008,3";"1,6";"111,0";"4,5";"";""
"06/01/2026";"0800";"25,6";"25,6";"25,4";"78,0";"78,0";"77,0";"21,4";"21,4";"21,1";"1009,3";"1009,3";"1008,8";"1,9";"113,0";"3,8";"";""
"06/01/2026";"0900";"25,2";"25,6";"25,0";"79,0";"79,0";"78,0";"21,2";"21,4";"21,0";"1010,0";"1010,0";"1009,3";"1,1";"128,0";"4,6";"44,70";""
"06/01/2026";"1000";"27,1";"27,2";"25,1";"75,0";"79,0";"75,0";"22,2";"22,5";"21,1";"1010,5";"1010,5";"1010,0";"3,1";"109,0";"5,9";"456,10";""
"06/01/2026";"1100";"28,5";"28,8";"27,1";"67,0";"75,0";"67,0";"21,9";"22,7";"21,9";"1010,9";"1010,9";"1010,5";"3,9";"104,0";"8,3";"961,60";""
"06/01/2026";"1200";"30,0";"30,2";"28,4";"62,0";"67,0";"62,0";"21,8";"22,5";"21,5";"1011,3";"1011,3";"1010,9";"4,5";"80,0";"8,5";"1396,80";""
"06/01/2026";"1300";"30,6";"31,4";"29,9";"57,0";"62,0";"57,0";"21,2";"22,2";"21,1";"1011,1";"1011,3";"1011,1";"4,4";"60,0";"10,4";"2023,00";""
"06/01/2026";"1400";"31,8";"32,2";"30,6";"53,0";"58,0";"53,0";"21,1";"21,9";"20,7";"1010,6";"1011,1";"1010,5";"5,3";"65,0";"10,0";"2812,80";""
"06/01/2026";"1500";"31,8";"32,4";"30,9";"51,0";"53,0";"50,0";"20,5";"21,2";"19,9";"1009,9";"1010,6";"1009,9";"5,0";"47,0";"10,0";"3046,80";""
"06/01/2026";"1600";"31,1";"32,4";"30,2";"52,0";"54,0";"50,0";"20,2";"20,9";"19,4";"1009,3";"1010,0";"1009,3";"5,8";"39,0";"10,3";"2653,30";""
"06/01/2026";"1700";"31,2";"32,0";"30,7";"51,0";"53,0";"50,0";"19,8";"21,0";"19,3";"1008,3";"1009,3";"1008,3";"5,3";"40,0";"9,9";"2705,20";""
"06/01/2026";"1800";"31,2";"31,6";"30,6";"52,0";"53,0";"50,0";"20,3";"20,6";"19,1";"1007,9";"1008,3";"1007,8";"5,0";"37,0";"9,6";"2189,20";""
"06/01/2026";"1900";"30,7";"31,2";"30,1";"53,0";"55,0";"52,0";"20,0";"20,7";"19,4";"1008,0";"1008,0";"1007,8";"5,3";"38,0";"10,0";"1535,70";""
"06/01/2026";"2000";"29,0";"30,8";"28,9";"57,0";"57,0";"52,0";"19,6";"20,0";"19,1";"1008,0";"1008,0";"1007,9";"5,1";"51,0";"9,9";"683,20";""
"06/01/2026";"2100";"27,7";"29,0";"27,7";"64,0";"65,0";"57,0";"20,3";"20,5";"19,6";"1008,5";"1008,5";"1008,0";"4,4";"44,0";"9,5";"106,70";""
"06/01/2026";"2200";"27,4";"27,8";"27,4";"68,0";"68,0";"64,0";"21,0";"21,0";"20,2";"1009,1";"1009,1";"1008,5";"3,7";"52,0";"8,1";"";""
