"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"27/01/2026";"2000";"27,9";"28,5";"27,9";"70,0";"70,0";"69,0";"21,9";"22,3";"21,9";"1010,4";"1010,4";"1010,1";"3,3";"27,0";"8,6";"324,20";""
"27/01/2026";"2100";"26,9";"27,9";"26,9";"73,0";"73,0";"70,0";"21,7";"22,3";"21,7";"1011,1";"1011,2";"1010,4";"2,2";"39,0";"6,8";"37,80";""
"27/01/2026";"2200";"26,7";"26,9";"26,7";"76,0";"76,0";"73,0";"22,1";"22,1";"21,7";"1011,1";"1011,1";"1010,9";"2,1";"4,0";"4,2";"";""
"27/01/2026";"2300";"26,4";"26,7";"26,4";"78,0";"78,0";"76,0";"22,2";"22,2";"22,1";"1011,7";"1011,7";"1011,1";"1,2";"30,0";"5,0";"";""
"28/01/2026";"0000";"26,4";"26,5";"26,4";"79,0";"79,0";"78,0";"22,4";"22,4";"22,2";"1011,9";"1012,0";"1011,7";"0,7";"51,0";"2,8";"";""
"28/01/2026";"0100";"26,4";"26,5";"26,4";"80,0";"80,0";"79,0";"22,6";"22,6";"22,4";"1011,8";"1011,9";"1011,7";"0,8";"67,0";"2,3";"";""
"28/01/2026";"0200";"26,4";"26,4";"26,3";"80,0";"80,0";"80,0";"22,6";"22,7";"22,6";"1011,4";"1011,9";"1011,4";"0,8";"47,0";"2,7";"";""
"28/01/2026";"0300";"26,2";"26,4";"26,1";"81,0";"81,0";"80,0";"22,6";"22,7";"22,6";"1010,6";"1011,4";"1010,6";"0,5";"67,0";"2,2";"";""
"28/01/2026";"0400";"25,9";"26,2";"25,9";"83,0";"83,0";"81,0";"22,8";"22,8";"22,5";"1009,8";"1010,6";"1009,8";"1,5";"105,0";"3,0";"";""
"28/01/2026";"0500";"25,2";"25,9";"25,2";"86,0";"86,0";"83,0";"22,6";"22,8";"22,6";"1009,3";"1009,8";"1009,3";"1,3";"98,0";"3,0";"";""
"28/01/2026";"0600";"24,8";"25,2";"24,8";"87,0";"87,0";"86,0";"22,4";"22,6";"22,4";"1009,4";"1009,4";"1009,2";"0,9";"123,0";"2,3";"";""
"28/01/2026";"0700";"24,3";"24,8";"24,3";"88,0";"88,0";"87,0";"22,1";"22,4";"22,1";"1009,1";"1009,4";"1009,1";"0,6";"123,0";"1,6";"";""
"28/01/2026";"0800";"24,1";"24,3";"24,0";"88,0";"88,0";"88,0";"22,1";"22,1";"21,9";"1009,3";"1009,3";"1009,1";"0,5";"87,0";"1,6";"";""
"28/01/2026";"0900";"24,3";"24,3";"24,0";"89,0";"89,0";"88,0";"22,3";"22,3";"22,0";"1010,2";"1010,2";"1009,3";"0,8";"115,0";"1,6";"45,50";""
"28/01/2026";"1000";"26,4";"26,4";"24,3";"85,0";"89,0";"85,0";"23,7";"23,8";"22,3";"1010,9";"1010,9";"1010,2";"1,8";"98,0";"3,2";"381,30";""
"28/01/2026";"1100";"28,5";"28,9";"26,4";"77,0";"85,0";"77,0";"24,0";"24,6";"23,7";"1011,3";"1011,3";"1010,9";"3,4";"107,0";"7,0";"856,90";""
"28/01/2026";"1200";"30,6";"30,6";"28,3";"70,0";"77,0";"70,0";"24,5";"24,5";"23,5";"1011,2";"1011,4";"1011,1";"3,7";"101,0";"8,4";"1309,50";""
"28/01/2026";"1300";"31,1";"31,2";"30,0";"64,0";"70,0";"64,0";"23,6";"24,6";"23,0";"1010,9";"1011,2";"1010,9";"3,3";"103,0";"7,9";"1632,00";""
"28/01/2026";"1400";"31,2";"31,6";"30,3";"62,0";"65,0";"62,0";"23,1";"23,9";"22,6";"1010,9";"1011,0";"1010,8";"4,6";"69,0";"8,6";"1939,40";""
"28/01/2026";"1500";"30,5";"32,0";"30,4";"62,0";"63,0";"59,0";"22,3";"23,7";"22,1";"1010,3";"1010,9";"1010,3";"4,9";"46,0";"10,0";"1957,30";""
"28/01/2026";"1600";"31,7";"32,1";"30,5";"61,0";"63,0";"61,0";"23,4";"23,7";"22,3";"1009,1";"1010,3";"1009,1";"5,6";"67,0";"10,0";"2643,30";""
"28/01/2026";"1700";"31,4";"32,4";"30,9";"59,0";"61,0";"58,0";"22,4";"23,7";"22,2";"1008,3";"1009,1";"1008,3";"5,5";"58,0";"10,0";"2649,40";""
"28/01/2026";"1800";"31,8";"32,6";"31,0";"58,0";"59,0";"57,0";"22,5";"23,1";"21,8";"1008,0";"1008,3";"1007,9";"5,3";"52,0";"10,2";"2199,10";""
"28/01/2026";"1900";"29,8";"31,9";"29,8";"64,0";"64,0";"58,0";"22,3";"22,5";"21,7";"1007,8";"1008,0";"1007,6";"6,3";"50,0";"11,6";"1455,30";""
"28/01/2026";"2000";"28,4";"29,9";"28,4";"70,0";"70,0";"64,0";"22,4";"22,6";"22,1";"1008,4";"1008,4";"1007,8";"5,6";"53,0";"11,6";"308,90";""
"28/01/2026";"2100";"28,1";"28,5";"28,1";"73,0";"73,0";"70,0";"22,8";"22,8";"22,4";"1009,4";"1009,4";"1008,3";"4,1";"53,0";"10,5";"68,70";""
"28/01/2026";"2200";"28,0";"28,2";"28,0";"75,0";"75,0";"73,0";"23,1";"23,1";"22,8";"1010,0";"1010,1";"1009,3";"4,8";"48,0";"9,0";"";""
"28/01/2026";"2300";"28,2";"28,2";"28,0";"75,0";"76,0";"75,0";"23,4";"23,4";"23,1";"1010,7";"1010,7";"1010,0";"4,1";"59,0";"9,0";"";""
"29/01/2026";"0000";"28,2";"28,2";"28,1";"76,0";"76,0";"75,0";"23,5";"23,6";"23,4";"1011,2";"1011,2";"1010,7";"4,9";"68,0";"10,1";"";""
"29/01/2026";"0100";"28,3";"28,4";"28,2";"73,0";"76,0";"73,0";"23,0";"23,5";"23,0";"1011,8";"1011,8";"1011,1";"4,7";"77,0";"9,9";"";""
"29/01/2026";"0200";"28,0";"28,3";"28,0";"71,0";"73,0";"71,0";"22,2";"23,0";"22,2";"1011,4";"1012,0";"1011,4";"3,8";"86,0";"8,3";"";""
"29/01/2026";"0300";"27,6";"28,0";"27,6";"71,0";"71,0";"71,0";"22,0";"22,2";"22,0";"1010,9";"1011,4";"1010,9";"2,3";"77,0";"6,6";"";""
"29/01/2026";"0400";"27,3";"27,7";"27,3";"72,0";"72,0";"71,0";"21,9";"22,0";"21,9";"1009,9";"1010,9";"1009,9";"3,4";"92,0";"6,9";"";""
"29/01/2026";"0500";"27,1";"27,3";"27,1";"74,0";"74,0";"72,0";"22,0";"22,1";"21,9";"1009,8";"1009,9";"1009,7";"2,4";"96,0";"6,2";"";""
"29/01/2026";"0600";"26,8";"27,1";"26,7";"75,0";"75,0";"74,0";"22,0";"22,0";"21,9";"1010,1";"1010,1";"1009,8";"1,2";"98,0";"4,4";"";""
"29/01/2026";"0700";"26,1";"26,8";"26,1";"77,0";"77,0";"75,0";"21,8";"22,0";"21,8";"1009,9";"1010,1";"1009,9";"0,9";"86,0";"2,4";"";""
"29/01/2026";"0800";"25,8";"26,1";"25,7";"79,0";"79,0";"77,0";"21,9";"21,9";"21,7";"1010,5";"1010,5";"1009,9";"1,9";"99,0";"3,1";"";""
"29/01/2026";"0900";"26,2";"26,2";"25,8";"79,0";"79,0";"79,0";"22,3";"22,3";"21,9";"1011,1";"1011,1";"1010,5";"2,2";"78,0";"5,2";"26,80";""
"29/01/2026";"1000";"27,0";"27,2";"26,2";"77,0";"79,0";"77,0";"22,7";"22,9";"22,3";"1012,0";"1012,0";"1011,1";"2,5";"96,0";"4,5";"223,80";""
"29/01/2026";"1100";"28,6";"28,6";"26,9";"72,0";"77,0";"72,0";"23,0";"23,1";"22,4";"1012,3";"1012,3";"1012,0";"3,5";"108,0";"7,3";"517,00";""
"29/01/2026";"1200";"30,8";"30,8";"28,5";"64,0";"72,0";"64,0";"23,1";"23,3";"22,7";"1012,2";"1012,4";"1012,2";"4,2";"106,0";"8,4";"1537,00";""
"29/01/2026";"1300";"31,7";"32,6";"30,6";"55,0";"64,0";"55,0";"21,5";"23,1";"21,5";"1011,8";"1012,2";"1011,7";"4,7";"95,0";"8,9";"2277,90";""
"29/01/2026";"1400";"32,5";"33,5";"31,5";"53,0";"57,0";"52,0";"21,7";"22,7";"21,4";"1011,0";"1011,8";"1011,0";"3,4";"88,0";"7,9";"1982,10";""
"29/01/2026";"1500";"33,4";"34,1";"32,0";"50,0";"54,0";"50,0";"21,7";"22,6";"21,3";"1010,2";"1011,1";"1010,2";"4,2";"59,0";"8,8";"2693,10";""
"29/01/2026";"1600";"32,7";"34,0";"32,6";"51,0";"52,0";"50,0";"21,4";"22,2";"21,0";"1009,1";"1010,2";"1009,1";"5,0";"48,0";"9,3";"2871,00";""
"29/01/2026";"1700";"31,6";"33,9";"31,6";"57,0";"57,0";"50,0";"22,0";"22,6";"21,2";"1008,4";"1009,1";"1008,4";"5,4";"46,0";"10,1";"2618,40";""
"29/01/2026";"1800";"31,6";"32,4";"31,4";"59,0";"59,0";"57,0";"22,6";"23,0";"22,0";"1007,8";"1008,4";"1007,8";"5,5";"50,0";"9,9";"2137,40";""
"29/01/2026";"1900";"30,7";"32,5";"30,5";"62,0";"62,0";"57,0";"22,5";"23,1";"22,0";"1007,8";"1007,9";"1007,7";"5,0";"54,0";"9,6";"1426,60";""
"29/01/2026";"2000";"29,3";"30,9";"29,3";"68,0";"68,0";"62,0";"22,8";"23,0";"22,2";"1008,1";"1008,1";"1007,8";"5,9";"50,0";"10,4";"705,10";""
"29/01/2026";"2100";"28,2";"29,3";"28,2";"73,0";"73,0";"68,0";"22,9";"23,0";"22,7";"1008,8";"1008,8";"1008,1";"4,3";"51,0";"10,0";"113,60";""
"29/01/2026";"2200";"28,0";"28,2";"27,9";"75,0";"75,0";"73,0";"23,1";"23,1";"22,9";"1009,5";"1009,5";"1008,8";"4,6";"52,0";"8,6";"";""
"29/01/2026";"2300";"27,9";"28,0";"27,8";"76,0";"76,0";"75,0";"23,2";"23,3";"23,1";"1010,0";"1010,1";"1009,5";"3,9";"52,0";"9,1";"";""
"30/01/2026";"0000";"27,9";"28,0";"27,8";"77,0";"77,0";"76,0";"23,5";"23,5";"23,2";"1010,8";"1010,8";"1010,0";"4,6";"62,0";"9,7";"";""
"30/01/2026";"0100";"27,8";"27,9";"27,8";"75,0";"77,0";"75,0";"23,1";"23,5";"23,1";"1011,2";"1011,2";"1010,8";"4,6";"71,0";"9,8";"";""
"30/01/2026";"0200";"27,6";"27,8";"27,5";"75,0";"76,0";"75,0";"22,7";"23,1";"22,6";"1011,1";"1011,3";"1011,0";"5,3";"74,0";"10,4";"";""
"30/01/2026";"0300";"27,3";"27,6";"27,3";"76,0";"76,0";"75,0";"22,8";"22,8";"22,6";"1010,6";"1011,1";"1010,6";"3,8";"73,0";"11,6";"";""
"30/01/2026";"0400";"27,0";"27,3";"27,0";"77,0";"77,0";"76,0";"22,5";"22,9";"22,5";"1009,9";"1010,6";"1009,9";"3,7";"82,0";"8,2";"";""
"30/01/2026";"0500";"26,9";"27,0";"26,8";"77,0";"77,0";"77,0";"22,6";"22,6";"22,5";"1009,6";"1009,9";"1009,6";"3,9";"78,0";"7,4";"";""
"30/01/2026";"0600";"26,5";"26,9";"26,5";"78,0";"78,0";"77,0";"22,4";"22,6";"22,4";"1009,6";"1009,7";"1009,5";"1,7";"104,0";"6,5";"";""
"30/01/2026";"0700";"25,9";"26,5";"25,9";"79,0";"79,0";"78,0";"22,0";"22,4";"22,0";"1009,7";"1009,7";"1009,5";"1,4";"116,0";"3,6";"";""
"30/01/2026";"0800";"25,1";"25,9";"25,1";"81,0";"81,0";"79,0";"21,5";"22,1";"21,5";"1009,8";"1009,9";"1009,7";"1,0";"137,0";"2,8";"";""
"30/01/2026";"0900";"24,8";"25,1";"24,7";"82,0";"82,0";"81,0";"21,5";"21,5";"21,3";"1010,3";"1010,3";"1009,8";"0,7";"115,0";"2,6";"16,40";""
"30/01/2026";"1000";"27,0";"27,0";"24,8";"79,0";"82,0";"79,0";"23,0";"23,1";"21,5";"1011,0";"1011,0";"1010,3";"1,7";"119,0";"3,8";"315,10";""
"30/01/2026";"1100";"29,0";"29,2";"27,0";"73,0";"79,0";"73,0";"23,6";"24,0";"22,9";"1011,4";"1011,5";"1011,0";"4,3";"96,0";"7,3";"871,00";""
"30/01/2026";"1200";"30,2";"30,2";"28,8";"68,0";"73,0";"68,0";"23,7";"23,8";"23,3";"1011,8";"1011,8";"1011,4";"4,4";"86,0";"8,3";"1147,40";""
"30/01/2026";"1300";"31,4";"31,9";"30,0";"62,0";"68,0";"62,0";"23,2";"24,1";"22,8";"1011,9";"1012,0";"1011,8";"5,3";"76,0";"9,5";"1991,40";""
"30/01/2026";"1400";"31,7";"32,6";"31,1";"58,0";"62,0";"57,0";"22,4";"23,9";"22,2";"1011,5";"1012,0";"1011,5";"5,2";"56,0";"9,7";"2726,20";""
"30/01/2026";"1500";"31,8";"32,8";"31,3";"55,0";"58,0";"55,0";"21,7";"23,1";"21,6";"1010,8";"1011,5";"1010,7";"5,2";"60,0";"10,0";"2931,40";""
"30/01/2026";"1600";"32,0";"33,1";"31,6";"55,0";"56,0";"54,0";"21,9";"22,7";"21,4";"1009,8";"1010,8";"1009,8";"4,6";"52,0";"10,0";"2909,90";""
"30/01/2026";"1700";"32,0";"32,9";"31,6";"53,0";"55,0";"50,0";"21,1";"22,5";"20,6";"1008,8";"1009,8";"1008,8";"5,2";"35,0";"9,8";"2647,90";""
"30/01/2026";"1800";"31,5";"32,4";"31,5";"55,0";"56,0";"52,0";"21,3";"22,0";"20,9";"1008,1";"1008,8";"1008,1";"4,6";"31,0";"9,6";"2137,20";""
"30/01/2026";"1900";"30,6";"32,1";"30,4";"59,0";"59,0";"55,0";"21,6";"22,0";"21,2";"1008,0";"1008,1";"1007,7";"5,4";"35,0";"9,1";"1461,20";""
"30/01/2026";"2000";"29,3";"30,8";"29,3";"64,0";"64,0";"58,0";"21,8";"21,9";"21,2";"1008,3";"1008,3";"1008,0";"5,1";"45,0";"9,1";"729,10";""
"30/01/2026";"2100";"28,1";"29,3";"28,1";"71,0";"71,0";"64,0";"22,4";"22,4";"21,8";"1008,6";"1008,7";"1008,3";"4,4";"46,0";"8,3";"132,80";""
"30/01/2026";"2200";"27,6";"28,1";"27,6";"75,0";"75,0";"71,0";"22,8";"22,8";"22,3";"1009,0";"1009,0";"1008,6";"3,7";"48,0";"7,5";"";""
"30/01/2026";"2300";"27,4";"27,6";"27,4";"77,0";"77,0";"75,0";"23,1";"23,1";"22,8";"1009,7";"1009,7";"1009,0";"3,6";"47,0";"7,5";"";""
"31/01/2026";"0000";"27,3";"27,5";"27,3";"79,0";"79,0";"77,0";"23,3";"23,5";"23,1";"1010,1";"1010,2";"1009,7";"4,2";"55,0";"7,8";"";""
"31/01/2026";"0100";"27,2";"27,3";"27,2";"79,0";"79,0";"79,0";"23,3";"23,4";"23,2";"1010,0";"1010,2";"1010,0";"4,1";"65,0";"8,4";"";""
"31/01/2026";"0200";"27,3";"27,4";"27,2";"80,0";"80,0";"79,0";"23,5";"23,6";"23,3";"1009,8";"1010,0";"1009,7";"3,3";"60,0";"8,4";"";""
"31/01/2026";"0300";"27,0";"27,3";"27,0";"80,0";"81,0";"80,0";"23,4";"23,5";"23,4";"1009,2";"1009,8";"1009,2";"3,1";"59,0";"8,0";"";""
"31/01/2026";"0400";"26,9";"27,1";"26,8";"81,0";"81,0";"80,0";"23,3";"23,4";"23,2";"1008,8";"1009,2";"1008,8";"2,6";"63,0";"7,0";"";""
"31/01/2026";"0500";"26,7";"27,0";"26,7";"81,0";"81,0";"80,0";"23,1";"23,3";"23,1";"1008,5";"1008,8";"1008,4";"2,5";"66,0";"6,7";"";""
"31/01/2026";"0600";"26,3";"26,8";"26,3";"81,0";"81,0";"80,0";"22,8";"23,2";"22,8";"1008,7";"1008,7";"1008,4";"1,4";"101,0";"6,7";"";""
"31/01/2026";"0700";"25,5";"26,3";"25,5";"83,0";"83,0";"81,0";"22,5";"22,8";"22,5";"1008,7";"1008,8";"1008,6";"1,8";"107,0";"3,4";"";""
"31/01/2026";"0800";"24,8";"25,5";"24,8";"85,0";"85,0";"83,0";"22,0";"22,5";"22,0";"1009,0";"1009,0";"1008,6";"1,1";"117,0";"3,4";"";""
"31/01/2026";"0900";"24,6";"24,9";"24,6";"85,0";"85,0";"85,0";"21,9";"22,1";"21,9";"1009,7";"1009,7";"1009,0";"0,9";"152,0";"2,7";"24,30";""
"31/01/2026";"1000";"26,9";"26,9";"24,6";"83,0";"86,0";"83,0";"23,7";"23,7";"21,9";"1010,5";"1010,5";"1009,7";"2,7";"100,0";"5,2";"330,50";""
"31/01/2026";"1100";"29,1";"29,5";"26,9";"75,0";"83,0";"75,0";"24,3";"24,8";"23,8";"1010,9";"1010,9";"1010,5";"4,6";"85,0";"7,7";"1012,70";""
"31/01/2026";"1200";"30,3";"30,6";"28,9";"68,0";"75,0";"68,0";"23,6";"24,5";"23,3";"1011,2";"1011,3";"1010,8";"4,4";"80,0";"9,0";"1606,60";""
"31/01/2026";"1300";"31,7";"31,9";"29,6";"60,0";"68,0";"60,0";"23,0";"24,1";"22,8";"1011,2";"1011,4";"1011,2";"5,6";"66,0";"10,8";"2128,90";""
"31/01/2026";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2026";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2026";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2026";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2026";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2026";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2026";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2026";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2026";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31/01/2026";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
